,city,state_code,latitud,longitud
882,San Francisco,CA,37.755012,-122.418137
883,Palo Alto,CA,37.5645375,-122.3254705
884,San Francisco,CA,37.786906,-122.397672
885,Foster City,CA,37.5596277,-122.2709868
887,Redwood City,CA,37.555962,-122.288006
888,San Francisco,CA,37.796164,-122.420903
889,Los Angeles,CA,34.089679,-118.292618
890,Palo Alto,CA,37.4203945,-122.0872274
893,Paris,,48.841717,2.293843
895,San Francisco,CA,37.791137,-122.391843
896,Mountain View,CA,37.391727,-122.077597
897,San Francisco,CA,37.7885714,-122.4035985
898,Boulder,CO,40.019299,-105.274628
899,San Jose,CA,37.3973787,-122.0879281
900,London,,51.4991094,-0.1984802
901,TromsÃ¸,,69.636216,18.931062
902,Santa Monica,CA,34.018295,-118.484444
903,San Francisco,CA,37.789349,-122.412893
905,Burlingame,CA,37.567832,-122.369448
906,San Francisco,CA,37.804477,-122.427021
907,New York,NY,37.750608,-122.423581
909,Corvallis,OR,44.5667051,-123.2080448
910,,CA,37.269175,-119.306607
911,Dubai,,25.271139,55.307485
912,San Diego,CA,32.88945,-117.166929
913,New York,NY,40.7680901,-73.9566761
914,,,55.378051,-3.435973
915,,,37.09024,-95.712891
916,Melbourne,,-38.234925,145.088205
917,Austin,TX,47.635749,-122.324362
918,Delhi,,28.635308,77.22496
920,Arlington,VA,38.909812,-77.12016
921,,,55.378051,-3.435973
922,Pittsburgh,PA,40.517948,-79.842487
923,Oakland,CA,37.772323,-122.214897
926,Menlo Park,CA,37.477944,-122.151234
927,Louisville,KY,38.2798482,-85.5136366
928,San Francisco,CA,37.80391,-122.4042586
929,San Diego,CA,32.874129,-117.211102
930,Greenville,SC,34.857444,-82.343205
931,Burlingame,CA,37.592584,-122.369676
932,Berlin,,52.525092,13.345143
933,Los Angeles,CA,34.081952,-118.357658
934,Brooklyn,NY,40.737284,-73.955432
935,Sunnyvale,CA,37.3793718,-122.0124404
936,San Diego,CA,37.09024,-95.712891
937,Tel Aviv,,32.0554,34.7595
939,Irvine,CA,33.690354,-117.829435
940,San Francisco,CA,37.775196,-122.419204
942,Lexington,MA,42.427428,-71.199863
943,Helsinki,,60.1681494,24.9410012
944,,CA,47.3612288,8.5515974
946,Orem,UT,40.281338,-111.769518
947,Beaverton,OR,45.484177,-122.79635
948,Berkeley,CA,37.879726,-122.298015
949,Palo Alto,CA,37.437328,-122.159928
951,Baltimore,MD,39.343076,-76.684788
952,Lowell,MA,42.6161515,-71.3258687
954,Los Angeles,CA,34.018349,-118.486889
955,San Mateo,CA,37.394126,-122.079727
957,Berlin,,37.38988,-122.095612
958,Chapel Hill,NC,35.929674,-79.034176
960,American Fork,UT,40.358294,-111.780243
961,Madison,NY,41.278528,-72.5254318
962,New York,NY,40.745559,-73.986243
963,Chicago,IL,41.879979,-87.634173
964,Boston,MA,42.322072,-71.13129
965,Redmond,WA,47.677988,-122.028899
966,Perth,,-31.952282,115.855002
969,Brussels,,50.822077,4.4403999
970,Atherton,CA,37.46629,-122.195057
971,Weinheim,,48.1128,11.53283
973,San Diego,CA,32.72038,-117.166941
974,Palo Alto,CA,34.007967,-118.489681
975,Oakton,VA,38.875724,-77.294526
976,,,37.09024,-95.712891
977,Berkeley,CA,37.892301,-122.256239
978,Los Angeles,CA,34.052187,-118.243425
979,San Francisco,CA,37.79471,-122.40195
980,Brooklyn,NY,40.6378331,-74.0327971
981,Santa Monica,CA,34.054212,-118.464454
983,,CA,37.269175,-119.306607
984,,MN,46.44186,-93.36132
985,Seattle,WA,47.620716,-122.347533
986,London,,51.539778,-0.152998
989,Caldwell,NJ,40.84014,-74.276451
991,London,,51.516594,-0.108111
992,Berlin,,52.4897,13.38861
993,Birmingham,,52.490533,-1.90985
994,Leesburg,VA,39.115228,-77.567189
995,Pre st gervais,,48.887824,2.402304
996,Santa Monica,CA,34.01052,-118.495981
998,London,,51.5235368,-0.0808503
999,Bangalore,,13.033353,77.578768
1000,Dallas,TX,32.9249424,-96.7679229
1001,Scottsdale,AZ,33.5076738,-111.9269272
1004,,CA,37.269175,-119.306607
1005,Boston,MA,42.322072,-71.13129
1006,New York,NY,40.724421,-73.997026
1008,Madrid,,40.497716,-3.647842
1010,Vancouver,,49.2767775,-123.1210616
1011,Saint John,,45.271401,-66.061181
1013,San Ramon,CA,37.763661,-121.955188
1014,New York,NY,40.73906,-73.990911
1015,,,37.09024,-95.712891
1017,Denver,CO,39.5971069,-104.8942554
1018,London,,51.5141566,-0.0934254
1019,New York,NY,40.7387945,-73.9939213
1020,Ljubljana,,46.0607926,14.4972218
1022,New York,NY,40.752143,-73.990675
1023,Pasadena,CA,34.146436,-118.153136
1025,,,55.378051,-3.435973
1026,Helsingborg,,56.045967,12.690821
1027,Sausalito,CA,37.868002,-122.500111
1029,Toulouse,,43.603786,1.394272
1030,Austin,TX,30.261295,-97.79272
1031,,CA,37.269175,-119.306607
1032,NY,NY,40.738395,-73.993906
1033,,,56.879635,24.603189
1034,"Edinburgh, Scotland",,55.945399,-3.201328
1035,Austin,TX,30.387275,-97.759511
1036,New York City,NY,40.755409,-73.992706
1037,Oslo,,59.91382,10.738741
1038,San Mateo,CA,37.5583,-122.301385
1039,New York,NY,40.7384997,-73.9954585
1040,Mountain View,CA,37.393895,-122.078602
1041,Palo Alto,CA,37.4489021,-122.1647722
1042,seattle,WA,47.620973,-122.347276
1043,San Mateo,CA,41.857915,-88.321171
1044,Paris,,48.856667,2.350987
1046,Cork,,51.903401,-8.511703
1047,Palo Alto,CA,37.446382,-122.155678
1048,San Francisco,CA,31.169036,-100.076888
1049,Sherman Oaks,CA,34.153588,-118.422495
1050,Toronto,,43.670233,-79.386755
1051,San Francisco,CA,37.775196,-122.419204
1052,Monza (MI),,45.587212,9.285378
1053,Munich,,48.122346,11.558864
1055,Madrid,,40.43094,-3.6952896
1058,New York,NY,37.773727,-122.401537
1060,Chicago,IL,41.882865,-87.643545
1061,London,,51.500152,-0.126236
1062,Berlin,,52.512249,13.419841
1063,Tel Aviv,,32.0706393,34.7913031
1064,London,,51.528817,-0.053981
1065,Milan,,45.461552,9.203316
1066,,DE,39.145022,-75.386462
1070,Mountain View,CA,43.0730517,-89.4012302
1071,,,37.09024,-95.712891
1073,London,,51.5001524,-0.1262362
1075,Santa Monica,CA,34.02634,-118.477689
1076,Palo Alto,CA,37.446662,-122.164925
1077,Rochester,NY,43.073968,-77.663171
1078,Palo Alto,CA,37.445326,-122.160671
1079,Santa Monica,CA,34.01052,-118.495981
1080,Los Angeles,CA,34.043228,-118.46856
1081,San Jose,CA,37.337756,-121.89435
1082,Chicago,IL,41.879535,-87.624333
1083,Christchurch,,-43.531637,172.636645
1084,,,37.09024,-95.712891
1085,Broomfield,CO,39.892612,-105.1492
1086,Mountain View,CA,37.429647,-122.100288
1087,san jose,CA,37.297218,-121.895102
1088,Beijing,,39.905556,116.395833
1089,Yonkers,NY,40.934803,-73.901839
1090,Las Vegas,NV,36.180757,-115.242203
1091,,,55.378051,-3.435973
1092,"Washington, DC",DC,38.901279,-77.043194
1093,,,20.593684,78.96288
1094,,IL,39.7393,-89.266508
1095,Mountain View,CA,37.3862,-122.0826
1096,Bellevue,WA,47.576109,-122.169211
1097,Sarasota,FL,27.338536,-82.527888
1098,,,56.879635,24.603189
1100,Helsinki,,60.1642238,24.9457414
1104,Boston,MA,42.349889,-71.05768
1105,BÃ¼ttelborn,,49.922853,8.526666
1107,Sunnyvale,CA,37.504764,-122.259568
1108,Seattle,WA,47.620716,-122.347533
1109,Los Alamitos,CA,33.804218,-118.071054
1111,London,,51.500152,-0.126236
1112,Pasadena,CA,34.146436,-118.153136
1113,Menlo Park,CA,37.45604,-122.165399
1114,Haslemere,,51.0874,-0.709315
1115,Mid Levels,,22.2806,114.150956
1118,San Francisco,CA,37.792083,-122.3946404
1119,Munich,,48.181148,11.585092
1120,London,,51.4999065,-0.0814873
1121,San Francisco,CA,37.78236,-122.403256
1123,Toms River,NJ,39.949301,-74.125176
1124,Vancouver,,49.282249,-123.108456
1125,,CA,37.269175,-119.306607
1126,London,,51.500152,-0.126236
1127,Edmonton,,53.534692,-113.502765
1129,Amsterdam,,52.3637746,4.8946071
1130,,,37.09024,-95.712891
1131,Las Vegas,NV,36.136552,-115.154816
1133,Isleworth,,51.4751999,-0.3387433
1134,Midland,TX,32.001003,-102.108281
1135,,,51.762918,-0.56253
1136,San Francisco,CO,37.7938969,-122.4000965
1141,New York,NY,40.737778,-73.979508
1142,Scottsdale,AR,33.617017,-111.908293
1143,New York,NY,53.478714,-2.244824
1144,London,,51.513671,-0.159205
1146,Sunnyvale,CA,37.384239,-122.012475
1147,London,,51.524483,-0.113583
1148,San Diego,CA,34.063441,-118.36543
1149,San Francisco,CA,37.775196,-122.419204
1150,,CA,37.269175,-119.306607
1151,Los Angeles,CA,34.044939,-118.419067
1152,Barcelona,,41.388769,2.1299487
1153,Seattle,WA,47.618579,-122.348937
1154,Amsterdam,,52.3751058,4.8853887
1156,Surbiton,,51.3552388,-0.3272835
1157,London,,51.5290669,-0.0949082
1158,North York,,43.778826,-79.417462
1159,"Farnborough, Hants",,51.287062,-0.744466
1161,Ottawa,,45.352255,-75.834151
1162,Sunshine Coast,,-26.706361,153.13208
1163,Ann Arbor,MI,42.282255,-83.731129
1166,London,,51.494067,-0.146665
1167,Rennes,,48.1128512,-1.6629087
1168,New York,NY,40.7185614,-73.998662
1175,New York,NY,40.75451,-73.992193
1176,Springboro,OH,39.571363,-84.231449
1177,Des Moines,IA,41.587399,-93.628373
1178,San Francisco,CA,37.79851,-122.457454
1179,San Francisco,CA,37.774997,-122.410076
1180,San Francisco,CA,37.775196,-122.419204
1181,Alpharetta,GA,17.415429,78.434422
1184,istanbul,,41.06052,28.977046
1185,Paris,,48.8522431,2.387422
1186,San Diego,CA,32.718834,-117.163841
1187,New York,NY,40.12791,-88.170562
1189,London,,51.5260475,-0.209019
1190,,,59.6107652,16.5497
1193,Manly,,-33.329799,151.505125
1195,Vancouver,,49.2821075,-123.1078045
1196,San Francisco,CA,37.775196,-122.419204
1197,Portland,OR,45.523104,-122.670132
1198,New York,NY,40.759243,-73.98459
1199,Brooklyn,NY,40.66509,-73.980306
1200,Durham,NC,36.009825,-78.922055
1201,London,,51.48916,-0.217662
1202,San Diego,,32.7907,-117.233586
1203,Lake Success,NY,40.754839,-73.693125
1204,Santa Monica,CA,34.007967,-118.489681
1205,San Francisco,CA,37.756922,-122.42087
1206,,,31.046051,34.851612
1207,New York,NY,40.743264,-73.923427
1208,Magnolia,NJ,39.854388,-75.034829
1209,Singapore,,1.327062,103.875336
1210,San Francisco,CA,37.566042,-122.322954
1212,Amsterdam,,52.3768747,4.92319
1214,San Jose,CA,37.421731,-121.957018
1216,San Francisco,CA,37.4465496,-122.1709208
1217,Singapore,,1.284082,103.851942
1223,Clearwater,FL,27.975708,-82.746457
1225,,,37.09024,-95.712891
1226,Chicago,IL,36.009825,-78.922055
1227,Wilmington,DE,39.786948,-75.485407
1228,Seattle,WA,47.661375,-122.331217
1229,Montreal,,45.545447,-73.639076
1230,Brooklyn,NY,40.586041,-73.98641
1231,San Francisco,CA,37.7896292,-122.3998782
1232,West Hollywood,CA,34.090373,-118.373868
1233,Toronto,,43.677505,-79.389738
1234,"Irvine,",,33.651624,-117.739227
1235,San Francisco,CA,37.775196,-122.419204
1237,Detroit/NYC,,40.543996,-74.179231
1238,San Diego,CA,32.745998,-117.171819
1239,Seattle,WA,47.6171788,-122.3370801
1240,Hamburg,,53.595054,9.983828
1244,Enschede,,52.227998,6.900318
1245,Toronto,,43.639922,-79.380702
1246,Henderson,NV,36.0705,-115.082274
1247,Palo Alto,CA,37.44236,-122.161025
1249,Hamburg,,53.576846,9.951868
1250,Boston,MA,42.354023,-71.058096
1252,Berchem,,51.1929359,4.4213295
1253,Melbourne,,-37.814251,144.963169
1254,San Francisco,CA,36.9751032,-122.0253784
1256,Durham,NC,36.0073,-78.9206
1257,,,55.378051,-3.435973
1258,Stockholm,,59.336969,18.050035
1259,Rancho Cordova,CA,38.589948,-121.262316
1260,san diego,CA,32.856744,-117.20717
1261,Shelton,CT,41.277716,-73.126408
1262,Plant City,FL,28.554855,-82.391633
1263,Shelton,CT,41.262403,-73.135894
1264,Auckland,,-36.879454,174.72663
1265,Eagle,ID,43.6124,-116.3908
1266,Los Angeles,CA,34.085749,-118.343791
1267,New York,NY,40.744402,-73.987949
1268,Palo Alto,CA,37.44296,-122.151198
1269,Indianapolis,IN,39.767016,-86.156255
1270,,GA,35.914702,-78.902617
1271,Nashville,TN,36.158887,-86.782056
1273,South Norwalk,CT,41.09673,-73.421132
1274,Sunnyvale,CA,37.35351,-122.030476
1275,San Francisco,CA,37.748676,-122.415813
1276,Sydney,,-33.86616,151.208754
1277,Toronto,,43.646873,-79.395471
1278,Surry Hills,,-33.88106,151.209351
1279,San Francisco,CA,37.784137,-122.408646
1282,Bellevue,WA,47.584224,-122.19292
1283,,CA,37.269175,-119.306607
1284,Richardson,TX,32.982281,-96.702136
1285,San Francisco,CA,37.771208,-122.418129
1286,Quebec city,,46.787474,-71.249495
1287,San Francisco,CA,37.7893215,-122.4013624
1288,Boston,MA,42.35888,-71.05682
1290,Honolulu,HI,21.299808,-157.751686
1291,San Antonio,TX,29.640956,-98.504776
1292,Mountain View,CA,37.3862,-122.0826
1293,Los Angeles,CA,34.0634,-118.445257
1294,Alexandria,VA,37.796164,-122.420903
1296,Deerfield Beach,FL,26.310509,-80.127087
1297,New York,NY,40.660393,-73.957626
1298,,,46.227638,2.213749
1299,,,50.503887,4.469936
1300,Highland Park,NJ,40.493685,-74.42896
1301,Santa Monica,CA,37.412577,-121.916861
1303,Seattle,WA,47.273017,-120.882482
1305,Raleigh,NC,35.786975,-78.647003
1306,Corby,,52.472029,-0.698361
1307,Luxembourg,,49.607295,6.121511
1315,Dania Beach,FL,26.052462,-80.137881
1316,,GA,34.0424511,-84.2756367
1317,San Bruno,CA,37.629393,-122.424975
1318,Pittsford,NY,43.0594,-77.467129
1319,,,37.09024,-95.712891
1320,London,,51.500152,-0.126236
1322,Atlanta,GA,33.850821,-84.361694
1323,Menlo Park,CA,37.452992,-122.185098
1324,"Vancouver, BC",,48.487589,-123.337608
1325,San Francisco,CA,37.3944561,-122.0785314
1327,Brooklyn,NY,40.702692,-73.989613
1328,Cheektowaga,NY,42.940938,-78.744343
1329,San Francisco,CA,37.775196,-122.419204
1330,Yorba Linda,CA,33.887112,-117.729229
1331,San Francisco,CA,37.7717185,-122.4438929
1332,Melbourne,,-37.817748,144.962991
1333,San Francisco,CA,37.783383,-122.395708
1335,Shanghai,,31.251516,121.459147
1336,Los Angeles,CA,34.05285,-118.264858
1337,Menlo Park,CA,37.814202,-122.477959
1338,NY,NY,40.754698,-73.992152
1339,San Francisco,CA,37.269175,-119.306607
1340,Dublin,,53.344104,-6.267494
1341,Austin,TX,30.387069,-97.703656
1342,Madrid,,40.416741,-3.70325
1343,Paris,,48.856667,2.350987
1344,Seattle,WA,47.683612,-122.278022
1345,New York,NY,40.757929,-73.985506
1346,London,,51.51819,-0.208979
1349,,,31.046051,34.851612
1350,Vienna,,48.220357,16.355
1351,,,-25.274398,133.775136
1352,Gothenburg,,57.696981,11.986383
1353,,,31.046051,34.851612
1354,Saint-Petersburg,,60.022133,30.23279
1355,New York,NY,40.757929,-73.985506
1356,Philadelphia,PA,39.964046,-75.197184
1357,Tucson,AZ,32.240301,-110.958319
1358,Glasgow,,55.862878,-4.271165
1359,San Francisco,CA,40.234451,-111.658656
1362,San Francisco,CA,37.787204,-122.397884
1363,Austin,TX,30.396989,-97.735768
1364,Garrison,NY,41.378031,-73.925194
1365,Plano,TX,33.075067,-96.823962
1366,Tel Aviv,,32.0554,34.7595
1367,New York,NY,40.732525,-73.990076
1369,Waterloo,,43.465187,-80.522372
1370,San Francisco,CA,37.775196,-122.419204
1371,Mangalore,,12.86936,74.84256
1372,New York,NY,40.743563,-73.993274
1374,Houston,TX,29.717624,-95.5077
1375,Rome,,41.823172,12.461425
1376,Los Gatos,CA,37.23697,-121.96254
1377,Atlanta,GA,33.944716,-84.318059
1378,Daly City,CA,37.652325,-122.464349
1379,San Francisco,CA,37.803509,-122.411498
1380,San Francisco,CA,37.773727,-122.401537
1381,Roanne,,46.03636,4.065508
1382,Seattle,WA,47.603176,-122.3333044
1383,Los Angeles,CA,34.052187,-118.243425
1384,Akron,OH,41.143544,-81.473725
1386,New York,NY,40.729286,-74.002808
1387,Sunnyvale,CA,37.384239,-122.012475
1388,Sunnyvale,CA,37.384239,-122.012475
1389,San Francisco,CA,37.754332,-122.416804
1390,Palo Alto,CA,37.445739,-122.161284
1393,San Mateo,CA,37.558245,-122.302654
1394,Sunnyvale,CA,37.384239,-122.012475
1395,Chicago,IL,41.924899,-87.640442
1396,Sunnyvale,CA,37.384239,-122.012475
1397,San Francisco,CA,37.7749295,-122.4194155
1399,Los Angeles,CA,34.052187,-118.243425
1400,Midvale,UT,40.622919,-111.900917
1402,Berlin,,52.519212,13.403108
1403,Hamburg,,53.563564,9.926475
1404,Cologne,,50.945289,6.921546
1405,Minneapolis,MN,44.9091984,-93.3439291
1406,New York,NY,46.223157,6.124424
1407,Dhaka,,23.709921,90.407143
1408,Cherry Hill,NJ,39.928792,-75.024335
1409,Palo Alto,CA,37.362285,-121.9409
1410,,VA,38.003376,-79.420926
1411,Hamburg,,53.550572,9.997669
1412,Newcastle Upon Tyne,,54.971346,-1.611141
1413,Southport,CT,41.137996,-73.34415
1414,San Jose,CA,37.316466,-121.873881
1416,Oakland,CA,37.804436,-122.270677
1417,Redruth,,50.231464,-5.236903
1418,,NY,40.757929,-73.985506
1419,Lafayette,IN,40.440278,-86.877244
1420,New York,NY,40.7717776,-73.9513502
1421,Austin,TX,30.432421,-97.732059
1422,Santa Barbara,CA,34.4201751,-119.6895817
1423,Truckee,CA,39.326419,-120.1994216
1424,Goleta,CA,34.433463,-119.863565
1425,Cologne,,50.9508924,6.9280123
1426,Gurgaon,,28.50641,77.08128
1427,Aliso Viejo,CA,33.571604,-117.734795
1428,Augsburg,,48.333702,10.90602
1431,New York,NY,40.798345,-73.963158
1432,San Fransisco,CA,37.799596,-122.4641
1434,Santa Clara,CA,37.760524,-122.387799
1435,Louisville,KY,38.151835,-85.836438
1436,Toronto,,43.761591,-79.355945
1437,San Francisco,CA,37.7654195,-122.4119381
1438,Toronto,,43.6683,-79.385969
1439,Englewood,CO,39.653054,-104.959446
1440,Stockholm,CA,59.332788,18.064488
1441,Manhattan Beach,CA,33.901121,-118.418098
1442,Toronto,,43.708615,-79.389173
1443,Chicago,IL,37.7867392,-122.4013875
1444,Munich,,48.136326,11.562023
1445,Costa Mesa,CA,33.69252,-117.920891
1446,Stockholm,,59.345126,18.057069
1447,Santa Clara,CA,37.398476,-121.978821
1448,,,37.09024,-95.712891
1449,Burbank,CA,34.155869,-118.335292
1450,New York,NY,40.7455579,-73.9823449
1451,London,,51.550757,-0.130772
1452,,,53.41291,-8.24389
1453,Savannah,GA,32.0836,-81.1003
1454,,,46.227638,2.213749
1455,,MN,46.44186,-93.36132
1456,San Francisco,CA,37.791128,-122.398126
1457,Singapore,,1.289407,103.849962
1458,Miami,FL,25.774252,-80.190262
1459,Warsaw,,51.919438,19.145136
1461,Munich,,48.1607175,11.553749
1462,San Francisco,CA,37.775196,-122.419204
1463,,,39.399872,-8.224454
1464,Utrecht,,52.091262,5.122748
1465,Hamburg,,53.563564,9.926475
1466,Hyderabad,,17.385044,78.486671
1467,Beverly Hills,CA,34.067153,-118.409161
1468,,WA,47.273017,-120.882482
1469,Minneapolis,MN,45.004089,-93.250179
1470,El Segundo,CA,34.048857,-118.251343
1471,Mountain View,CA,37.400465,-122.073003
1472,,CO,39.942861,-104.799537
1473,London,,51.498319,-0.107143
1474,Calgary,,50.957706,-114.113778
1476,Hamburg,,53.561185,9.966419
1477,Los Angeles,CA,34.0815238,-118.3826743
1478,Hazleton,PA,40.977855,-76.029511
1479,Turin,,45.072106,7.621495
1480,San Francisco,CA,37.775196,-122.419204
1481,Bucharest,,45.943161,24.96676
1482,Monahans,TX,31.50643,-102.974764
1484,London,,51.503188,-0.091784
1485,Washington,DC,38.93684,-77.093123
1486,London,,51.754121,-0.560842
1487,Oakland,CA,-23.548943,-46.638818
1489,San Francisco,CA,37.7726402,-122.4099154
1490,Washington,DC,47.6409655,-117.5357108
1492,Singapore,,1.304167,103.90646
1493,Burlingame,CA,37.580273,-122.343281
1494,Barcelona,,41.387917,2.169919
1495,Burlington,,43.366842,-79.824384
1496,London,,51.517076,-0.150417
1497,Rochester Hills,MI,42.626893,-83.11421
1498,Palo Alto,CA,37.400465,-122.073003
1499,Chennai,,13.1620756,80.2586406
1500,New York,NY,40.741356,-73.991222
1502,Seattle,WA,47.615417,-122.294485
1503,Arlington,MA,42.424824,-71.190746
1504,Birmingham,,52.458458,-1.934785
1505,San Francisco,CA,37.785792,-122.405081
1506,Charleston,SC,32.785509,-79.936068
1508,,,55.378051,-3.435973
1509,Houston,TX,29.735082,-95.390758
1510,Santa Monica,CA,34.032461,-118.481828
1511,San Francisco,CA,37.7764671,-122.3957917
1512,Ashland,OR,42.1827347,-122.7032759
1514,San Francisco,CA,37.7911186,-122.4011706
1515,Santa Monica,CA,34.0176056,-118.4872672
1516,Sunnyvale,CA,37.372509,-122.038205
1517,Raleigh,NC,35.779748,-78.643414
1518,Cambridge,MA,42.375392,-71.118487
1519,Västerås,,59.615494,16.555946
1520,,MA,42.037302,-71.683502
1521,Buenos Aires,,-34.611781,-58.417309
1526,Pymble,,-33.74414,151.141103
1527,New York,NY,40.7310476,-74.0078134
1528,San Diego,CA,32.895267,-117.191342
1529,Birmingham,AL,33.466163,-86.832419
1530,,,55.378051,-3.435973
1531,Austin,TX,43.6378576,-79.4255306
1532,Toronto,,43.64308,-79.406775
1533,Manchester,,53.48336,-2.259258
1534,,,55.378051,-3.435973
1535,San Francisco,CA,37.798853,-122.398599
1537,Toronto,,43.666678,-79.446717
1540,San Francisco,CA,37.771927,-122.410217
1541,Fremont,CA,37.58597,-122.003903
1542,Austin,TX,30.39791,-97.748714
1543,Portland,OR,45.577318,-122.641624
1544,Washington,DC,38.916733,-77.037614
1545,Manville,NJ,40.531199,-74.600858
1546,Burbank,CA,34.169493,-118.312902
1547,Durham,NC,36.0966,-79.266246
1548,Whistler,,50.123306,-122.96391
1549,Santa Monica,CA,34.031178,-118.463841
1550,South Jordan,UT,40.57352,-111.959164
1551,Burlingame,CA,37.384756,-122.087712
1552,Boulder,CO,37.8919079,-122.1192743
1554,Overland Park,KS,38.956198,-94.681126
1555,San Francisco,CA,34.091073,-118.367701
1556,London,,51.500152,-0.126236
1557,QuÃ©bec,,46.898577,-71.20097
1558,Paris,,48.868478,2.339843
1560,Austin,TX,30.269004,-97.740395
1562,Kent,,51.125693,0.257568
1563,Athens,,38.07555,23.803793
1564,Palmetto,GA,33.553846,-84.720134
1565,Madison Heights,MI,42.51214,-83.14483
1566,Toronto,,43.670233,-79.386755
1567,Montreal,,45.539065,-73.609532
1568,,,52.132633,5.291266
1569,Ghent,,51.050314,3.71105
1570,San Francisco,CA,37.78597,-122.437262
1571,,,1.319458,103.845909
1572,,,35.86166,104.195397
1573,Oxford,MS,34.353087,-89.533614
1574,Corby,,52.4910435,-0.683458
1575,Seattle,WA,40.757929,-73.985506
1576,,,1.352083,103.819836
1577,Estero,FL,26.402414,-81.806962
1578,Mather,CA,37.492685,-122.227765
1579,Miami,FL,25.896634,-80.131287
1580,Toronto,,43.67736,-79.31364
1582,Karlslunde,,55.5750169,12.2427647
1583,Ramat Gan,,31.046051,34.851612
1584,San Francisco,CA,37.782101,-122.389519
1585,New Port Richey,FL,28.262756,-82.728466
1586,Burbank,CA,34.152528,-118.339013
1587,Hampstead,NH,42.892015,-71.170434
1589,New York,NY,40.757929,-73.985506
1590,Irvine,CA,33.647105,-117.73424
1591,Mississauga,,43.657979,-79.603622
1592,Boyton Beach,FL,26.527099,-80.057157
1593,Vista,CA,33.201602,-117.243469
1594,Palo Alto,CA,37.44296,-122.151198
1595,Brewster,NY,41.395013,-73.614577
1596,Bangalore,,12.975531,77.653739
1597,St Albans,,51.750141,-0.280535
1598,,,37.09024,-95.712891
1599,Austin,TX,30.275261,-97.763987
1600,A CoruÃ±a,,43.371491,-8.39597
1601,Los Gatos,CA,37.2264,-121.9738
1602,La Jolla,CA,32.847521,-117.274609
1603,Brooklyn,NY,42.340507,-83.077186
1604,Bellevue,WA,47.620588,-122.180259
1605,,,55.378051,-3.435973
1607,Chicago,IL,42.010632,-87.66831
1608,San Francisco,CA,37.788408,-122.405412
1610,Scarborough,,54.211373,-0.469586
1611,Singapore,,1.280574,103.82392
1612,London,,51.500152,-0.126236
1613,New Haven,CT,41.3083,-72.9287
1615,Clifton Hill,,-37.79249,145.001001
1616,,,20.593684,78.96288
1617,Waltham,MA,42.375034,-71.251069
1618,Palo Alto,CA,37.44296,-122.151198
1620,Tequesta,FL,26.95537,-80.108232
1621,,FL,27.698682,-83.804475
1622,New York,NY,40.724604,-73.996876
1629,,,37.09024,-95.712891
1631,Waltham,MA,42.389781,-71.239247
1632,Munich,,48.185529,11.603542
1633,Bangalore,,49.0092558,8.4102781
1634,Bellevue,WA,47.584975,-122.132013
1635,Palo Alto,CA,37.421447,-122.141604
1636,Menlo Park,CA,37.41924,-122.208414
1637,Pune,,18.569305,73.83237
1638,San Jose,CA,37.419041,-122.087471
1639,Toronto,,43.712309,-79.399538
1640,Chicago,IL,41.879535,-87.624333
1641,Chennai,,13.060416,80.249634
1642,Leamington Spa,,52.2919851,-1.5357872
1644,,CA,37.269175,-119.306607
1645,Boulder,CO,40.031015,-105.227764
1646,Toronto,,43.648786,-79.3777473
1647,Torrance,CA,33.831671,-118.315766
1648,Chicago,IL,41.882401,-87.637816
1651,,,56.130366,-106.346771
1652,,,36.204824,138.252924
1653,New York,NY,40.728623,-73.991924
1654,New York,NY,42.275263,-71.24762
1655,New York,NY,40.749277,-73.978733
1656,Duluth,MN,46.848954,-92.201418
1657,New York,NY,40.714521,-74.007072
1658,Atlanta,GA,37.78594,-122.3978
1659,Seattle,WA,47.739569,-122.344948
1661,New York,NY,40.753877,-73.991512
1662,Van Nuys,CA,40.650291,-74.294395
1663,Las Vegas,NV,36.233048,-115.246776
1664,San Francisco,CA,37.796164,-122.420903
1665,Milan,,45.469963,9.163684
1666,Dallas,TX,41.026439,-73.6271196
1667,Bologna,,44.494446,11.349231
1669,Knoxville,TN,35.921428,-84.084137
1671,Los Angeles,CA,34.039585,-118.255804
1673,Westminster,CO,39.911683,-105.041622
1674,Citrus Heights,CA,38.692609,-121.267626
1675,Miami,FL,25.887462,-80.166155
1676,Seattle,WA,47.603357,-122.33501
1677,Tarzana,CA,34.152678,-118.530535
1679,San Mateo,CA,37.558245,-122.302654
1680,Haan,,51.211052,7.034349
1682,Asnieres sur seine,,48.9064804,2.2860418
1684,New York,NY,40.757651,-73.9752768
1685,Venice,CA,33.995974,-118.456709
1687,Paris,,48.843606,2.259261
1688,Ashburn,VA,39.0601,-77.464018
1689,Sao Paulo,,-23.548943,-46.638818
1691,Stockholm,,59.335897,18.08897
1692,Saint Chamond,,45.509034,4.580496
1693,Saint Petersburg,FL,27.771455,-82.639902
1694,Berlin,,52.529762,13.397398
1695,SÃ©nÃ©,,47.65394,-2.735728
1696,Hamburg,,53.573761,10.045796
1697,Charlottetown,,46.234315,-63.127845
1698,Goshen,IN,41.5849122,-85.8329972
1699,Goshen,IN,41.5850606,-85.8342029
1700,Palo Alto,CA,37.444332,-122.161018
1701,Amsterdam,,52.370331,4.917203
1702,New York,NY,40.733276,-73.9932793
